System No,Solute,Solvent 1,Solvent 2,Xs_Exper,x1,x2,xs1p,xs2p,Temp
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.000476044129,0.3,0.7,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.0009780008684,0.4,0.6,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.002357862006,0.5,0.5,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.004561973336,0.6,0.4,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.009561601931,0.7,0.3,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.01813339524,0.8,0.2,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.03206468533,0.9,0.1,0.05669892658,0.0001072873295,300.0
50.0,Ethyl p-aminobenzoate,Propylene Glycol,Water,0.05669892658,1.0,0.0,0.05669892658,0.0001072873295,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,4.361977305e-05,0.0,1.0,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,6.772873649e-05,0.1,0.9,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.0001094546773,0.2,0.8,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.000203468369,0.3,0.7,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.0005156924486,0.4,0.6,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.001612450834,0.5,0.5,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.003926526838,0.6,0.4,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.01046205894,0.7,0.3,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.02447752327,0.8,0.2,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.05669892658,0.9,0.1,0.0862935865,4.361977305e-05,300.0
51.0,Propyl p-hydroxybenzoate,Propylene Glycol,Water,0.0862935865,1.0,0.0,0.0862935865,4.361977305e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,4.772763394e-05,0.0,1.0,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,7.485182989e-05,0.1,0.9,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.00012973716,0.2,0.8,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.0002510144627,0.3,0.7,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.0006173959535,0.4,0.6,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.001549225733,0.5,0.5,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.003182780797,0.6,0.4,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.00848038016,0.7,0.3,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.01984109474,0.8,0.2,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.03955749879,0.9,0.1,0.08374322559,4.772763394e-05,300.0
52.0,Propyl p-aminobenzoate,Propylene Glycol,Water,0.08374322559,1.0,0.0,0.08374322559,4.772763394e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,2.89482733e-05,0.0,1.0,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,4.772763394e-05,0.1,0.9,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,8.027919994e-05,0.2,0.8,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.000166585811,0.3,0.7,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.0004619748988,0.4,0.6,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.001612450834,0.5,0.5,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.005916560474,0.6,0.4,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.02759833042,0.7,0.3,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.08208499862,0.8,0.2,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.1495686192,0.9,0.1,0.1720448638,2.89482733e-05,300.0
53.0,n-Butyl p-hydroxybenzoate,Propylene Glycol,Water,0.1720448638,1.0,0.0,0.1720448638,2.89482733e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,1.637098496e-05,0.0,1.0,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,2.89482733e-05,0.1,0.9,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,5.067894599e-05,0.2,0.8,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.0001051628981,0.3,0.7,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.0002858623948,0.4,0.6,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.0008168949921,0.5,0.5,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.002242867719,0.6,0.4,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.005857689713,0.7,0.3,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.01724901912,0.8,0.2,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.04880121836,0.9,0.1,0.08981529457,1.637098496e-05,300.0
54.0,n-Butyl paminobenzoate,Propylene Glycol,Water,0.08981529457,1.0,0.0,0.08981529457,1.637098496e-05,300.0
55.0,Paracetamol,Ethanol,Water,0.0019,0.0,1.0,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0027,0.1,0.9,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0064,0.2,0.8,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0109,0.3,0.7,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0336,0.5,0.5,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0496,0.6,0.4,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0554,0.7,0.3,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0681,0.75,0.25,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0732,0.8,0.2,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0799,0.85,0.15,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0761,0.9,0.1,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0699,0.95,0.05,0.0542,0.0019,298.0
55.0,Paracetamol,Ethanol,Water,0.0542,1.0,0.0,0.0542,0.0019,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0073,0.0,1.0,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0226,0.1,0.9,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0386,0.2,0.8,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0474,0.3,0.7,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0625,0.4,0.6,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.068,0.5,0.5,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0863,0.7,0.3,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0833,0.8,0.2,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0753,0.85,0.15,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0757,0.9,0.1,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0764,0.93,0.07,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0688,0.95,0.05,0.0542,0.0073,298.0
56.0,Paracetamol,Ethanol,Ethylacetate,0.0542,1.0,0.0,0.0542,0.0073,298.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00603,0.0,1.0,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00646,0.1,0.9,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00664,0.2,0.8,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00673,0.3,0.7,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00669,0.4,0.6,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00676,0.5,0.5,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.0068,0.6,0.4,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00671,0.7,0.3,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00659,0.8,0.2,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00636,0.9,0.1,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.0062,1.0,0.0,0.0062,0.00603,303.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00483,0.0,1.0,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00522,0.1,0.9,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00544,0.2,0.8,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00559,0.3,0.7,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00568,0.4,0.6,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00575,0.5,0.5,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00569,0.6,0.4,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00564,0.7,0.3,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.00545,0.8,0.2,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.0052,0.9,0.1,0.005045,0.00483,293.0
57.0,Acetaminophen,Ethanol,Propylene glycol,0.005045,1.0,0.0,0.005045,0.00483,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.00209,0.0,1.0,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.00276,0.1,0.9,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.00438,0.2,0.8,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.00581,0.3,0.7,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.00924,0.4,0.6,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.01385,0.5,0.5,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.0208,0.6,0.4,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.03,0.7,0.3,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.0408,0.8,0.2,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.0516,0.9,0.1,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.0603,1.0,0.0,0.0603,0.00209,303.0
58.0,Acetaminophen,Propylene glycol,Water,0.00152,0.0,1.0,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.00188,0.1,0.9,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.00287,0.2,0.8,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.00403,0.3,0.7,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.00676,0.4,0.6,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.01086,0.5,0.5,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.0164,0.6,0.4,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.0243,0.7,0.3,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.0336,0.8,0.2,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.0426,0.9,0.1,0.0486,0.00152,293.0
58.0,Acetaminophen,Propylene glycol,Water,0.0486,1.0,0.0,0.0486,0.00152,293.0
59.0,Sulfanilamide,Water,Ethanol,0.000644,0.0,1.0,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.001161,0.1,0.9,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.002011,0.2,0.8,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.003366,0.3,0.7,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.006078,0.4,0.6,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.007742,0.5,0.5,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.009912,0.6,0.4,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.010867,0.65,0.35,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.012638,0.7,0.3,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.012701,0.8,0.2,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.010834,0.9,0.1,0.007559,0.000644,298.0
59.0,Sulfanilamide,Water,Ethanol,0.007559,1.0,0.0,0.007559,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.000644,0.0,1.0,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.013366,0.2,0.8,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.016992,0.3,0.7,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.01994,0.4,0.6,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.0225,0.5,0.5,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.023659,0.6,0.4,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.0222214,0.7,0.3,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.0201208,0.8,0.2,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.013193,0.9,0.1,0.009058,0.000644,298.0
60.0,Sulfanilamide,Ethylacetate,Ethanol,0.009058,1.0,0.0,0.009058,0.000644,298.0
61.0,Sulfamethazine,Water,Ethanol,3.03e-06,0.0,1.0,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.000189,0.3,0.7,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.000639,0.5,0.5,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.001003762339,0.6,0.4,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.001238319575,0.7,0.3,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.00137129463,0.75,0.25,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.001485505739,0.8,0.2,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.001438722086,0.85,0.15,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.001376790793,0.95,0.05,0.000749,3.03e-06,298.0
61.0,Sulfamethazine,Water,Ethanol,0.000749,1.0,0.0,0.000749,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,3.03e-06,0.0,1.0,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.001111549824,0.1,0.9,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.001615678963,0.2,0.8,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.002572183834,0.35,0.65,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.00286840257,0.4,0.6,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003088715408,0.5,0.5,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003382974253,0.6,0.4,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003524558848,0.7,0.3,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003653754536,0.75,0.25,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003201934886,0.78,0.22,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.003006435864,0.8,0.2,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.002439407737,0.9,0.1,0.001364455269,3.03e-06,298.0
62.0,Sulfamethazine,Ethylacetate,Ethanol,0.001364455269,1.0,0.0,0.001364455269,3.03e-06,298.0
63.0,xinafoate,Dioxane,Water,0.003862,0.0,1.0,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.00664,0.1,0.9,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.011798,0.2,0.8,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.0208,0.3,0.7,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.037216,0.4,0.6,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.065036,0.5,0.5,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.1100962,0.6,0.4,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.182866,0.7,0.3,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.2216623,0.8,0.2,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.230201,0.9,0.1,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.19025,0.95,0.05,0.093621,0.003862,292.0
63.0,xinafoate,Dioxane,Water,0.093621,1.0,0.0,0.093621,0.003862,292.0
